>> Total palabras: 75628
>> Total diferentes: 11374
-------
id	pal	freq
8637	razonarse	1
8638	amargura	3
8639	lanudo	1
8640	relacionado	1
8641	costumbres	10
8642	muerdan	1
8643	recaído	1
8644	premios	1
8645	semanas	1
8646	infantil	3
8647	oxígeno	2
8648	pulcro	1
8649	desaliñado	1
8650	visible	3
8651	levemente	2
8652	permitía	2
8653	hablar	19
8654	levantábase	1
8655	consiguió	3
8656	hospital	1
8657	decente	5
8658	hacían	15
8659	humildes	1
8660	mortecinos	1
8661	árbol	4
8662	tenebrosa	1
8663	saber	20
8664	sabes	21
8665	tributaban	2
8666	acudieron	6
8667	realizarse	2
8668	clavarse	1
8669	pacientemente	1
8670	riberas	1
8671	merecía	6
8672	ruiseñor	1
8673	me	264
8674	sacristía	2
8675	contentos	1
8676	embriólogo	1
8677	mi	115
8678	releía	1
8679	joie	1
8680	anhelantes	1
8681	orilla	2
8682	vagar	2
8683	política	5
8684	olvidaba	2
8685	político	5
8686	barroso	1
8687	carmen	1
8688	invierno	4
8689	creación	4
8690	suplicantes	1
8691	lanzando	2
8692	consigue	4
8693	arrancar	5
8694	ricitos	1
8695	ambos	21
8696	descompuesto	5
8697	conservaba	3
8698	horizonte	2
8699	cansaba	3
8700	descompuesta	1
8701	extraordinarios	1
8702	congoja	2
8703	plenitud	1
8704	frescos	2
8705	traen	1
8706	nociones	2
8707	romperlo	1
8708	gato	3
8709	expresiva	4
8710	historiadores	1
8711	labios	22
8712	confesábase	1
8713	comprimido	1
8714	paleontólogo	1
8715	burla	4
8716	resignación	8
8717	_principio	1
8718	concepciones	1
8719	asqueroso	1
8720	edificio	1
8721	adaptados	1
8722	mesa	40
8723	candeleros	1
8724	copas	1
8725	revelarle	1
8726	mí	48
8727	diría	2
8728	rodaron	1
8729	revelarlo	1
8730	naturaleza	34
8731	llamándola	2
8732	suerte	15
8733	adquirido	3
8734	imperio	1
8735	vapor	4
8736	enviar	3
8737	reloj	3
8738	diera	1
8739	entrando	4
8740	comerte	1
8741	socorro	4
8742	sobrante	1
8743	impresionar	1
8744	doblaban	1
8745	entrásemos	1
8746	contestación	2
8747	dignas	1
8748	colorados	2
8749	trama	1
8750	bailo	1
8751	francés	2
8752	insensibles	1
8753	adjudicación	1
8754	canta	1
8755	baile	2
8756	monocotiledóneas	1
8757	asfixiaba	1
8758	amó	1
8759	origen	12
8760	diván	2
8761	representárselo	1
8762	suena	1
8763	proféticas	1
8764	ridículos	1
8765	vueltas	7
8766	borracho	1
8767	singularmente	1
8768	estuviese	11
8769	lento	1
8770	lente	4
8771	lenta	1
8772	dormitorio	1
8773	ático	1
8774	asistiendo	3
8775	expedientes	2
8776	machos	1
8777	tiroteo	1
8778	visuales	1
8779	enamorada	3
8780	estrechamente	2
8781	enamorado	7
8782	protegido	2
8783	acababa	7
8784	descifrar	1
8785	ratón	1
8786	diana	2
8787	_ensayo	1
8788	reservas	1
8789	ejemplo	1
8790	conceptos	3
8791	secándose	1
8792	enterándose	1
8793	estanquillo	1
8794	aconsejar	1
8795	molestia	1
8796	conquistas	1
8797	conquistar	1
8798	faldero	1
8799	nunca	20
8800	matar	3
8801	cuchillada	2
8802	matad	1
8803	príapo	1
8804	crespos	1
8805	bailó	2
8806	mantenía	5
8807	verdadero	10
8808	verdadera	7
8809	sana	1
8810	exhibición	1
8811	único	16
8812	indicaba	1
8813	húmedos	2
8814	eternas	1
8815	quitaros	1
8816	indisposición	1
8817	resistencia	3
8818	atestada	1
8819	invitada	1
8820	probar	2
8821	local	1
8822	rectificar	1
8823	actuales	2
8824	filósofo	2
8825	enaguas	6
8826	conmovían	1
8827	pasarse	2
8828	recita	1
8829	punzadas	1
8830	desgarro	1
8831	estertor	1
8832	perecer	1
8833	acogiendo	1
8834	narrando	1
8835	logrando	1
8836	paradero	2
8837	perecen	1
8838	gruñó	1
8839	combate	4
8840	explicación	5
8841	emporio	1
8842	condujo	2
8843	diputaríale	1
8844	chirimbolos	1
8845	pises	1
8846	amablemente	1
8847	inconveniente	8
8848	burlábase	1
8849	circunstancias	8
8850	temperamentos	1
8851	cebolla	1
8852	apasionado	1
8853	indicadas	1
8854	figuran	1
8855	infortunado	1
8856	verte	1
8857	restaurar	1
8858	asomar	1
8859	osaría	1
8860	cambió	5
8861	moralidad	1
8862	recado	3
8863	morbosa	1
8864	talmente	1
8865	morboso	2
8866	inmediatas	2
8867	efecto	22
8868	convirtiéndolos	1
8869	parajes	2
8870	bardo	4
8871	guapa	3
8872	apagando	1
8873	desplegó	1
8874	monjes	1
8875	ignorar	1
8876	clarito	1
8877	aquellas	16
8878	fácilmente	4
8879	tratado	4
8880	arraigándose	1
8881	hambrón	1
8882	colocándole	1
8883	bisontes	1
8884	tibia	2
8885	cueva	2
8886	habiéndole	2
8887	apartados	1
8888	estremecimiento	4
8889	dócil	1
8890	invitación	4
8891	paseaba	4
8892	instrumentos	4
8893	flor	2
8894	metas	1
8895	afligidas	1
8896	espacioso	1
8897	contesté	1
8898	vivimos	1
8899	hiciese	5
8900	caben	2
8901	tejidos	4
8902	coordinar	2
8903	empedernido	1
8904	él	163
8905	reposo	4
8906	disgustillo	1
8907	sorbo	1
8908	domicilio	4
8909	colilla	1
8910	saltos	2
8911	tributo	1
8912	pretextos	3
8913	necesitaban	2
8914	piedra	2
8915	armonías	1
8916	hacerle	8
8917	hacerla	1
8918	chupando	2
8919	rompiendo	1
8920	atractivo	1
8921	sostuvieron	1
8922	ingerimos	1
8923	logrado	11
8924	vecinita	1
8925	cafres	1
8926	dignidad	11
8927	escritor	1
8928	curantur	1
8929	disipar	1
8930	observaciones	15
8931	desespera	1
8932	tomaseis	1
8933	manifestando	5
8934	bandido	2
8935	arrancando	1
8936	individuo	2
8937	viudita	1
8938	encargó	1
8939	ruina	3
8940	hallaría	3
8941	estados	1
8942	desenvueltos	1
8943	techos	1
8944	lisonjeros	1
8945	poseo	1
8946	arenosos	2
8947	recientes	1
8948	iglesia	14
8949	enviado	1
8950	embromar	1
8951	participaba	1
8952	quiméricas	1
8953	muy	106
8954	paternal	1
8955	descansa	1
8956	databan	1
8957	vuelco	1
8958	arrojaba	2
8959	vivos	10
8960	absorción	1
8961	dormía	4
8962	arrastraban	2
8963	caldo	2
8964	esferas	2
8965	varias	16
8966	lamentables	1
8967	cautelosamente	2
8968	cinta	1
8969	irresistiblemente	1
8970	terreno	3
8971	demostrar	1
8972	alisarse	1
8973	tranvía	2
8974	encargo	3
8975	trizas	1
8976	escapado	3
8977	saltaban	1
8978	sebastián	1
8979	estallaron	1
8980	guardarlo	1
8981	pueblan	1
8982	pensamientos	12
8983	vecindad	1
8984	alzándose	1
8985	orejones	1
8986	encerraban	2
8987	arquímedes	1
8988	levanta	2
8989	hijo	62
8990	apropiada	1
8991	repetidas	6
8992	diciéndose	1
8993	hija	65
8994	regocijo	3
8995	adornada	1
8996	contrariedad	2
8997	escenas	1
8998	tenemos	7
8999	ahorros	1
9000	ofensa	1
9001	gremios	1
9002	planchado	2
9003	adornado	3
9004	picaresco	3
9005	imaginaran	1
9006	perdonará	1
9007	inundaba	2
9008	blancos	2
9009	quirúrgica	1
9010	exclamó	65
9011	firmeza	4
9012	reducir	2
9013	prosiguieron	1
9014	imaginables	1
9015	n	1
9016	incrédulos	1
9017	vacío	2
9018	directores	1
9019	provocativa	1
9020	brota	1
9021	desvergonzadas	1
9022	ridículamente	1
9023	experto	2
9024	amistosas	1
9025	brillaría	1
9026	levantó	22
9027	regalarle	1
9028	frutas	2
9029	volvían	2
9030	severas	1
9031	herían	1
9032	madres	1
9033	chapurrado	1
9034	pico	2
9035	familiarmente	3
9036	entregada	1
9037	tembloroso	1
9038	presencia	17
9039	temblorosa	9
9040	pagaron	1
9041	entregado	4
9042	ardoroso	2
9043	fecundada	1
9044	quitaron	1
9045	portal	4
9046	infancia	1
9047	enrojecidas	1
9048	oscuras	1
9049	dado	32
9050	fidelidad	2
9051	aún	39
9052	alarma	1
9053	injusticias	1
9054	sandeces	1
9055	olvidado	1
9056	tamaña	1
9057	alimentos	3
9058	percibirse	1
9059	aranceles	1
9060	escapó	2
9061	especialmente	3
9062	excesivamente	3
9063	quedado	10
9064	bochimanos	2
9065	contestó	6
9066	ambas	5
9067	sembrar	1
9068	armémonos	1
9069	amigablemente	1
9070	consuelos	1
9071	dispensadme	1
9072	cejaba	1
9073	luisa	1
9074	tolerable	1
9075	alojaba	1
9076	vii	1
9077	camarada	1
9078	pisarle	1
9079	prudentísimo	1
9080	civilización	1
9081	cúpulas	1
9082	iglesia_	1
9083	nudillos	2
9084	perfecto	1
9085	aprender	1
9086	apagaba	1
9087	rendidos	2
9088	baluarte	1
9089	sollozo	2
9090	perfecta	3
9091	tamaño	2
9092	rumor	3
9093	ni	99
9094	frontal	1
9095	separó	1
9096	precipitadamente	2
9097	julieta	1
9098	granuja	1
9099	inmoral	3
9100	turbados	1
9101	amor	25
9102	unión	2
9103	cajoncito	1
9104	trascurridos	1
9105	cuadros	2
9106	antigüedad	2
9107	corta	2
9108	clubs	1
9109	escapa	1
9110	monólogo	1
9111	escape	2
9112	secta	1
9113	remotamente	1
9114	privilegiada	1
9115	latiguillo	1
9116	estrépito	3
9117	pagana	1
9118	oponerse	1
9119	partía	2
9120	manoteó	1
9121	mentiría	2
9122	extravagancias	1
9123	estuvieran	2
9124	encima	14
9125	suelo	15
9126	coro	2
9127	suele	6
9128	eternidad	2
9129	naranja	1
9130	excluir	1
9131	gruesas	1
9132	separación	3
9133	doncella	1
9134	aficionadísima	1
9135	peripecia	1
9136	cruzaban	4
9137	ríase	1
9138	fijase	1
9139	cuaderno	3
9140	explicar	1
9141	común	1
9142	vivieron	2
9143	plus	1
9144	algo	41
9145	misma	47
9146	calabozos	1
9147	mismo	134
9148	esperar	8
9149	desmayo	1
9150	encuentra	5
9151	bata	2
9152	civil	2
9153	conocer	6
9154	amorosas	2
9155	encuentro	4
9156	balbució	2
9157	acongojado	1
9158	mundos	2
9159	carácter	16
9160	cascabeles	1
9161	echó	17
9162	letargo	1
9163	malva	1
9164	notablemente	1
9165	animadamente	3
9166	indispensable	3
9167	existen	3
9168	meditabundos	1
9169	antemano	4
9170	deslizando	1
9171	inclinándose	3
9172	traidor	1
9173	debiera	4
9174	domésticos	2
9175	reales	3
9176	liquidarse	1
9177	relámpagos	1
9178	quejaba	3
9179	torre	1
9180	valían	2
9181	enseñándole	1
9182	viva	9
9183	decírselo	3
9184	vive	2
9185	privilegiado	4
9186	infeliz	17
9187	vivo	18
9188	intentos	1
9189	guiño	2
9190	francamente	3
9191	supo	11
9192	roío	1
9193	supe	1
9194	adoro	2
9195	labio	2
9196	levita	8
9197	dejadlo	1
9198	dónde	17
9199	balbucir	1
9200	labia	1
9201	ahí	23
9202	propio	7
9203	extraviadas	1
9204	juntos	5
9205	balanceábase	1
9206	propia	8
9207	hundido	1
9208	derecho	6
9209	sumaban	2
9210	almorzar	8
9211	no	1173
9212	na	3
9213	brutales	1
9214	entrevistas	2
9215	papás	4
9216	derecha	8
9217	acusaban	1
9218	estorbaría	1
9219	anatómico	1
9220	despacio	1
9221	techo	3
9222	borra	1
9223	resolvió	3
9224	trajecito	1
9225	sacarse	1
9226	sienta	2
9227	siente	2
9228	siento	4
9229	levantan	1
9230	conozcas	1
9231	levantar	3
9232	consumación	1
9233	conozcan	1
9234	predilecto	10
9235	sentáronse	2
9236	interrumpirle	1
9237	olvidaré	1
9238	ron	1
9239	ofendía	1
9240	leprosos	1
9241	acecho	1
9242	apariencias	1
9243	perdición	1
9244	juraba	1
9245	lla	2
9246	improperios	1
9247	selección	7
9248	presentarse	2
9249	escrutado	1
9250	trabajadora	1
9251	vecinos	6
9252	malévola	1
9253	contrarios	1
9254	geografía	3
9255	cavernosa	1
9256	desatarlo	2
9257	aplomo	3
9258	concluyó	6
9259	cándidas	1
9260	preveía	1
9261	hinojos	1
9262	estatutos	1
9263	vestido	6
9264	vestida	2
9265	ajada	1
9266	camarás	1
9267	edad	16
9268	servirme	1
9269	avisaron	1
9270	misteriosas	1
9271	flexibilidad	1
9272	articulaba	1
9273	amoratados	1
9274	desmayaba	1
9275	indulgencia	2
9276	ilustración	5
9277	galante	2
9278	explicándose	1
9279	sordo	2
9280	águila	1
9281	sorda	1
9282	angelical	3
9283	interrogantes	1
9284	delicadas	2
9285	feas	1
9286	bautizo	2
9287	saltar	3
9288	rugía	1
9289	ocupadas	1
9290	acongojadamente	1
9291	ardores	1
9292	método	6
9293	salvarlo	1
9294	entender	5
9295	enfermedad	3
9296	vaguedad	1
9297	interpretaba	1
9298	valido	1
9299	tribulación	1
9300	rosas	1
9301	dormido	3
9302	hechas	1
9303	ultrajado	1
9304	amenazadora	1
9305	fuertes	3
9306	aunque	68
9307	dormida	3
9308	resueltamente	3
9309	hundirse	1
9310	concentrada	2
9311	avergonzando	1
9312	maliciosamente	4
9313	inmóviles	1
9314	culpa	17
9315	ancianos	1
9316	empeñada	1
9317	trasformarse	1
9318	corista	1
9319	erudito	1
9320	acompañarla	2
9321	ópalo	1
9322	emparentar	1
9323	obedeció	1
9324	_arte	1
9325	pasarlo	1
9326	elegancia	7
9327	semana	2
9328	mamaíta	1
9329	palmatoria	1
9330	crisis	2
9331	desvergonzada	1
9332	saludaron	1
9333	desgraciadamente	5
9334	pendón	1
9335	anda	9
9336	comparo	1
9337	vivir	16
9338	todas	72
9339	ratones	1
9340	abuelos	1
9341	criterio	1
9342	mesón	1
9343	altas	7
9344	altar	9
9345	espíritu	33
9346	asombrosamente	1
9347	chocolate	1
9348	ojivales	1
9349	ímpetus	1
9350	botella	3
9351	intrigante	1
9352	aparecerían	1
9353	abriles	1
9354	detalle	1
9355	tribunal	6
9356	descubre	2
9357	boga	1
9358	valle	2
9359	infernal	1
9360	espaldas	6
9361	bordándole	1
9362	fauno	1
9363	contenerse	5
9364	sepa	2
9365	maliciosa	1
9366	suárez	1
9367	escapaba	2
9368	hablase	3
9369	figura	20
9370	mártir	1
9371	vidriero	1
9372	verlas	1
9373	figuro	1
9374	descubriese	1
9375	alzando	3
9376	poetisas	1
9377	ingenio	7
9378	ofendieras	1
9379	empeñaba	1
9380	tenerse	1
9381	habíase	1
9382	serán	3
9383	viendo	16
9384	enfilaba	1
9385	rubio	2
9386	circunvoluciones	1
9387	señalaba	1
9388	guiar	1
9389	irascible	1
9390	determinada	1
9391	buscarte	1
9392	entienden	2
9393	llanuras	1
9394	preocupado	3
9395	juzga	1
9396	juzgo	1
9397	creció	3
9398	hablándole	1
9399	mirándole	4
9400	perdonen	2
9401	aplicó	2
9402	paulatinamente	2
9403	incendiario	1
9404	leve	10
9405	indirecto	3
9406	determinado	2
9407	aburre	1
9408	bolsillo	13
9409	enfadosa	1
9410	derramado	1
9411	suministraba	1
9412	casaría	1
9413	aquélla	9
9414	tierra	14
9415	resabios	1
9416	manera	11
9417	jóvenes	18
9418	aceptó	2
9419	autorizó	1
9420	acude	1
9421	enamorarse	2
9422	diversos	1
9423	monumento	1
9424	primitiva	1
9425	vertebrados	1
9426	martirio	1
9427	ornamentos	1
9428	primitivo	5
9429	entretenidas	1
9430	resplandecía	5
9431	encerrándolo	1
9432	seguiríamos	1
9433	timoteo	61
9434	bárbaramente	1
9435	instancias	1
9436	piadosos	1
9437	atormentada	1
9438	naturalistas	1
9439	portera	3
9440	desnudas	1
9441	milímetros	3
9442	apoyándose	1
9443	temporal	2
9444	balanceando	4
9445	vísperas	2
9446	tazas	2
9447	sorprendidísima	1
9448	daba	32
9449	observación	10
9450	arrepentirá	1
9451	peña	1
9452	desarma	1
9453	feneció	1
9454	muchas	22
9455	idealismos	1
9456	rápida	5
9457	mejilla	5
9458	caerá	2
9459	distinta	1
9460	quedaba	5
9461	meditaban	1
9462	anales	1
9463	respiran	1
9464	apetecer	1
9465	acepta	1
9466	apeó	1
9467	satisfacer	2
9468	producción	1
9469	acontece	2
9470	vejiga	1
9471	gruñir	1
9472	cancela	1
9473	desterrar	1
9474	cachivaches	1
9475	aguarde	1
9476	rencor	3
9477	superstición	3
9478	festejaban	1
9479	creerme	1
9480	convirtiolos	1
9481	oasis	1
9482	nazareth	1
9483	recorrieron	1
9484	costar	1
9485	impediré	1
9486	destacándose	2
9487	caricias	1
9488	gusta	6
9489	impedía	2
9490	elegía	1
9491	inventó	1
9492	gusto	18
9493	puño	2
9494	pesadas	2
9495	ejemplar	2
9496	dinerillo	1
9497	conocían	2
9498	juzguen	1
9499	carnes	2
9500	plana	2
9501	plazoleta	1
9502	rebelión	1
9503	borró	1
9504	juzgues	1
9505	procedimiento	1
9506	selló	1
9507	palma	1
9508	amenaza	2
9509	escandalizar	4
9510	bordadora	1
9511	tapizada	1
9512	maestras	1
9513	inculcado	1
9514	deslizándose	1
9515	significación	1
9516	útil	1
9517	serenas	1
9518	habidos	1
9519	más	405
9520	copa	10
9521	furiosamente	2
9522	melindres	1
9523	secretaría	2
9524	sumergiose	1
9525	gruesa	3
9526	médula	1
9527	sangriento	1
9528	impregnado	1
9529	hallasen	3
9530	acompañarlas	2
9531	agitados	2
9532	perdón	4
9533	destinos	1
9534	gobernaba	1
9535	ferrocarriles	3
9536	conducir	3
9537	candorosas	2
9538	r	1
9539	lastimeros	1
9540	cifrado	1
9541	anomalías	3
9542	levantado	1
9543	sello	3
9544	pro	1
9545	frote	1
9546	preocupados	2
9547	sofisma	1
9548	suspensa	1
9549	episcopal	1
9550	mates	1
9551	estudioso	1
9552	ventaja	3
9553	cuidadosamente	4
9554	recursos	2
9555	ligaba	1
9556	suspenso	4
9557	germine	1
9558	germina	1
9559	arrancároslos	1
9560	ideas	22
9561	quedarían	1
9562	amenazó	1
9563	elogios	7
9564	relamida	1
9565	supusieron	1
9566	subían	1
9567	escalones	1
9568	domésticas	2
9569	armando	1
9570	convento	1
9571	ceñuda	1
9572	sencillas	2
9573	pedirles	1
9574	fallo	3
9575	reservado	1
9576	borraron	2
9577	reservada	1
9578	celeste	3
9579	sonrientes	1
9580	infamias	1
9581	encaminarlos	1
9582	despótica	1
9583	botoncitos	1
9584	debiendo	1
9585	será	12
9586	modelando	3
9587	_ma	1
9588	recomendaba	1
9589	retrasase	1
9590	hermanita	1
9591	tratándose	1
9592	cortes	1
9593	seré	2
9594	apeado	1
9595	salida	1
9596	salido	5
9597	derechos	2
9598	simpáticas	1
9599	solas	6
9600	llamaron	4
9601	griegos	2
9602	riqueza	3
9603	mercado	1
9604	hervir	2
9605	supervivencia	1
9606	fibras	4
9607	hace	37
9608	rompimiento	1
9609	nacarada	2
9610	presumirse	1
9611	escena	5
9612	nacarado	2
9613	enigmática	1
9614	nadie	45
9615	desea	1
9616	proporcionaban	1
9617	atónito	1
9618	divisa	1
9619	egoísta	2
9620	equivocó	1
9621	deseo	6
9622	suponía	2
9623	distinguidos	1
9624	penas	6
9625	tiple	1
9626	prueba	6
9627	toca	2
9628	aspiraba	2
9629	escupió	1
9630	insinuantes	1
9631	tengan	1
9632	solapa	1
9633	entenderlo	1
9634	amicales	2
9635	empezaba	2
9636	entenderle	1
9637	tornándose	1
9638	doble	1
9639	dramas	3
9640	pedirme	1
9641	enjuta	1
9642	carecen	1
9643	médico	9
9644	sumergía	1
9645	octubre	1
9646	ayudarles	2
9647	beethoven	2
9648	instantáneamente	8
9649	picantes	2
9650	vestidos	2
9651	comparable	2
9652	irrefragables	1
9653	caracteres	4
9654	supondría	1
9655	estorbar	1
9656	dirigido	1
9657	anormalidades	1
9658	haciéndole	2
9659	háblele	1
9660	instruir	1
9661	infusorios	1
9662	vanidad	1
9663	conchilla	1
9664	siquiera	11
9665	apretarse	1
9666	adore	1
9667	hábil	1
9668	sonando	1
9669	destreza	1
9670	pícaro	4
9671	exigencias	1
9672	dinero	35
9673	sillero	21
9674	atmósfera	2
9675	críticos	2
9676	como	331
9677	atajándole	1
9678	tocó	2
9679	come	1
9680	separados	1
9681	proponer	2
9682	deleznable	1
9683	hermanas	2
9684	experiencia	4
9685	dobló	1
9686	tiento	2
9687	quien	53
9688	barrenderos	1
9689	tropel	1
9690	tradicionales	1
9691	renunciado	3
9692	acostumbra	2
9693	color	11
9694	por	791
9695	pos	2
9696	bizarro	1
9697	desmayado	1
9698	criado	3
9699	violín	13
9700	peludos	1
9701	criada	8
9702	desmayada	1
9703	acercado	3
9704	mimado	4
9705	inútil	6
9706	meteorológicos	1
9707	goce	4
9708	tandas	1
9709	agarraron	1
9710	asesino	2
9711	atañe	1
9712	obstáculo	2
9713	tablas	1
9714	disponía	1
9715	sazonada	1
9716	indecisa	1
9717	revelaba	1
9718	asuntos	1
9719	desasirse	4
9720	conozco	2
9721	distraídamente	3
9722	gesto	19
9723	case	1
9724	templada	1
9725	ameno	2
9726	casa	137
9727	mejillas	22
9728	caso	35
9729	eminentes	2
9730	casi	27
9731	filantropía	1
9732	xiii	1
9733	incidentes	1
9734	repitió	6
9735	ponían	3
9736	situación	10
9737	cegó	1
9738	errado	1
9739	conjuración	1
9740	hablábamos	1
9741	fácil	8
9742	hundidos	1
9743	saludarme	1
9744	golpe	17
9745	vivían	4
9746	sentidas	1
9747	sintiose	2
9748	galantemente	1
9749	ruidos	1
9750	negras	1
9751	todos	122
9752	atroces	2
9753	persona	9
9754	palmas	2
9755	junto	3
9756	entonces	49
9757	director	5
9758	adquirían	2
9759	entraron	3
9760	hazme	1
9761	abría	2
9762	contaba	1
9763	entregó	6
9764	finalmente	4
9765	consigo	11
9766	atentamente	2
9767	lloraba	7
9768	fantasma	1
9769	caliente	2
9770	recitar	1
9771	calienta	1
9772	presagiar	1
9773	aprisionadas	1
9774	marasmo	1
9775	balanceaba	1
9776	proporcionada	1
9777	llegaron	8
9778	papouas	1
9779	constaba	2
9780	mansa	1
9781	fabulosa	1
9782	sudor	3
9783	ingenuidad	1
9784	limaba	1
9785	paroxismo	1
9786	maría	3
9787	repentinamente	11
9788	pliegues	1
9789	rosa	3
9790	contando	1
9791	señalado	2
9792	escalera	9
9793	aceptaron	3
9794	permaneció	10
9795	señalada	1
9796	batería	1
9797	catarro	1
9798	gemir	2
9799	convinieron	4
9800	aquéllas	1
9801	población	1
9802	tanto	56
9803	saludó	5
9804	tanta	11
9805	patrón	1
9806	observando	3
9807	nativas	1
9808	subir	5
9809	comúnmente	1
9810	callar	2
9811	tratando	5
9812	manifestarlo	2
9813	abrigo	1
9814	enmohecida	1
9815	nosotras	2
9816	interesante	7
9817	evitando	1
9818	madrid	35
9819	miel	4
9820	amaba	1
9821	canova	1
9822	envidio	1
9823	inventadas	1
9824	aristocracia	2
9825	servicio	3
9826	proceden	1
9827	soportando	1
9828	convengo	3
9829	escala	1
9830	estiraba	1
9831	artificiosamente	1
9832	crueles	1
9833	sugiere	1
9834	sano	5
9835	pluguiere	1
9836	_norma_	1
9837	entoldados	1
9838	proceder	1
9839	dementes	2
9840	suponga	1
9841	saludo	7
9842	dicen	3
9843	irritadas	1
9844	alrededores	3
9845	cuchilla	1
9846	dices	4
9847	adorada	2
9848	científicos	1
9849	comunicarse	1
9850	visitas	1
9851	_	3
9852	recordaba	1
9853	intención	6
9854	oh	23
9855	soñado	1
9856	lindísima	1
9857	estupor	4
9858	reinan	1
9859	os	9
9860	dedos	5
9861	cajita	2
9862	habiendo	1
9863	carbónico	2
9864	verás	3
9865	odiosísimo	1
9866	despidiendo	2
9867	espermatozoos	1
9868	invertebrados	1
9869	gravitación	1
9870	verán	1
9871	llevarse	5
9872	unas	28
9873	limitábase	1
9874	trabajado	1
9875	recados	1
9876	erudición	1
9877	infundados	1
9878	departieron	1
9879	raíces	1
9880	inusitado	2
9881	unan	1
9882	excepcional	2
9883	vicente	1
9884	vicenta	4
9885	bebían	1
9886	ataca	3
9887	intervenga	1
9888	promessi	1
9889	advenedizo	1
9890	demostrando	1
9891	producidas	1
9892	última	10
9893	último	12
9894	naturales	3
9895	espasmódico	1
9896	notas	10
9897	bienhechor	1
9898	grasa	1
9899	nietecito	1
9900	excitaba	1
9901	temperamento	9
9902	sentase	3
9903	grass	11
9904	destilación	2
9905	usted	308
9906	labradores	1
9907	determinó	1
9908	prodigiosas	1
9909	feliz	17
9910	contraído	1
9911	excusado	1
9912	dispararse	1
9913	troncos	1
9914	manirrota	1
9915	publicaba	1
9916	poemas	3
9917	amours	1
9918	mosca	2
9919	suavemente	5
9920	lavado	1
9921	lavada	1
9922	ridículas	1
9923	ponérsela	1
9924	paliza	2
9925	trascendencia	1
9926	pienses	1
9927	rápidamente	6
9928	comprendía	7
9929	secuestrado	2
9930	ombligo	1
9931	hagáis	1
9932	rasaron	2
9933	sentarte	1
9934	desistido	1
9935	anciano	1
9936	grupo	13
9937	percibe	1
9938	conservado	1
9939	mente	9
9940	largas	1
9941	misas	3
9942	intervalos	1
9943	habitaba	1
9944	cometía	1
9945	conservada	1
9946	calle	45
9947	empujando	1
9948	oportunidad	1
9949	lograban	1
9950	horrible	3
9951	librito	2
9952	estallaban	1
9953	flotantes	1
9954	fuente	2
9955	comulgar	1
9956	desalentado	2
9957	reinó	2
9958	fuego	7
9959	actualmente	1
9960	carmín	6
9961	inmunda	2
9962	simpleza	2
9963	calada	1
9964	insensata	1
9965	escupe	1
9966	gaveta	1
9967	quimeras	1
9968	comenzaba	3
9969	corredores	2
9970	bajado	1
9971	libertad	7
9972	faz	3
9973	penitencia	3
9974	urea	3
9975	socorrer	1
9976	combustible	1
9977	prende	1
9978	cumplirá	1
9979	ablandara	1
9980	recabó	1
9981	cristianismo	1
9982	conocimiento	11
9983	hender	1
9984	dirigir	2
9985	pobrecito	1
9986	alfombrada	1
9987	fredesvinda	11
9988	matadlo	3
9989	pobrecita	2
9990	alfombrado	2
9991	poblado	2
9992	suaves	4
9993	esfuerza	1
9994	ten	1
9995	louvre	2
9996	presentacioncita	11
9997	curiosísimo	1
9998	esfuerzo	9
9999	reino	3
10000	basura	1
10001	porfía	2
10002	brillo	6
10003	rato	31
10004	reina	5
10005	risueño	6
10006	atenerse	2
10007	inescrutables	1
10008	anonadarle	1
10009	risueña	5
10010	sus	340
10011	mandaba	2
10012	modelado	2
10013	modelada	1
10014	laboratorio	11
10015	vamos	30
10016	asís	1
10017	comprobado	1
10018	sonó	1
10019	disparates	2
10020	sollozando	2
10021	lienzo	1
10022	_restaurant_	3
10023	tiembla	1
10024	encargados	1
10025	aborrecido	1
10026	dirigió	15
10027	pensamiento_	1
10028	moño	1
10029	evitar	8
10030	miniatura	1
10031	trabajador	1
10032	sabía	34
10033	hundieron	1
10034	precipitó	1
10035	palabras	55
10036	cruces	1
10037	preparados	3
10038	administración	1
10039	confidencias	2
10040	lástima	10
10041	irritarse	1
10042	bajaba	1
10043	tenías	3
10044	paseado	2
10045	vejar	2
10046	periódica	1
10047	antepecho	1
10048	trémulas	3
10049	periódico	7
10050	oyó	5
10051	trabaja	2
10052	apartadas	1
10053	tersura	1
10054	renunció	2
10055	trabajo	13
10056	plateada	1
10057	sitial	1
10058	vendedores	1
10059	turbado	8
10060	turbada	1
10061	mire	2
10062	mira	10
10063	ferozmente	2
10064	aproximaba	1
10065	preocupación	2
10066	dedicamos	1
10067	condiciones	3
10068	verano	2
10069	adelantándose	1
10070	esperanza	2
10071	delicadamente	2
10072	verlo	3
10073	entregados	1
10074	plenamente	1
10075	sonríe	1
10076	v	4
10077	empujado	1
10078	canónico	1
10079	sujeto	4
10080	azul	11
10081	acercaba	6
10082	sociales	1
10083	pone	3
10084	acompasadamente	1
10085	trabajó	3
10086	admirado	2
10087	cometo	1
10088	desaires	1
10089	reventar	1
10090	buenos	10
10091	oye	3
10092	bromitas	2
10093	sacudiendo	5
10094	pelearé	1
10095	codo	1
10096	diferentes	3
10097	cambiaron	1
10098	impunemente	1
10099	semillas	1
10100	miró	21
10101	barba	5
10102	arde	1
