>> Total palabras: 75628
>> Total diferentes: 11374
-------
id	pal	freq
10103	cocidos	1
10104	dentro	13
10105	alterasen	1
10106	grande	15
10107	complacencia	3
10108	incapaz	3
10109	distraer	2
10110	afueras	2
10111	intervino	1
10112	culto	3
10113	fundadamente	1
10114	bigotes	1
10115	madrileño	1
10116	interlocutores	1
10117	profirió	26
10118	madrileña	1
10119	emmanuel	1
10120	innumerables	1
10121	proverbial	2
10122	sentadas	2
10123	tomarse	3
10124	negocios	3
10125	ondeado	1
10126	decírmelo	1
10127	repugnancia	3
10128	mostrose	2
10129	ayudantes	1
10130	indeclinables	1
10131	antiespasmódicos	1
10132	escuchaban	3
10133	esperarse	2
10134	hombro	13
10135	niñeras	2
10136	prelado	3
10137	botellas	1
10138	enrojecía	1
10139	protección	1
10140	rascábase	1
10141	adornadas	2
10142	dominándolos	1
10143	sabrás	2
10144	gotas	5
10145	adivinó	2
10146	frívolo	3
10147	dejó	31
10148	mantener	3
10149	daño	6
10150	pedido	4
10151	colmo	1
10152	portarse	1
10153	gozaban	1
10154	postizos	1
10155	inclinaciones	2
10156	huertas	1
10157	dejé	1
10158	consolarme	1
10159	tintas	2
10160	soledad	4
10161	pintaba	1
10162	casulla	1
10163	vagos	1
10164	parecerá	1
10165	marchaban	4
10166	consultarle	1
10167	acostumbrada	1
10168	significa	4
10169	alimentaba	1
10170	desasmilación	1
10171	acostumbrado	3
10172	tenido	17
10173	pecando	1
10174	tolerarse	1
10175	habéis	4
10176	hilo	3
10177	rostro	40
10178	aparentaba	1
10179	huido	1
10180	aristocráticos	1
10181	pequeño	18
10182	perdonar	1
10183	aplicar	1
10184	pequeña	4
10185	comunicar	3
10186	maliciosos	1
10187	árboles	13
10188	obra	15
10189	cutis	3
10190	verosímil	1
10191	vuelva	2
10192	descuidado	2
10193	disparatado	1
10194	maña	1
10195	íntimas	2
10196	nosotros	19
10197	apoderarse	4
10198	dictaba	1
10199	deja	6
10200	concedióselo	1
10201	dejo	3
10202	persuasivos	1
10203	quemaduras	4
10204	defecto	1
10205	diputaba	1
10206	tuvieran	1
10207	representante	1
10208	concurso	3
10209	corporal	4
10210	temperatura	1
10211	midió	2
10212	cosa	25
10213	esas	9
10214	afectaba	1
10215	gérmenes	2
10216	felices	6
10217	molesto	2
10218	tropezar	4
10219	conciencia	10
10220	valeria	3
10221	confesonario	3
10222	acogido	1
10223	preciosidad	1
10224	chapado	1
10225	observándole	1
10226	adoraba	4
10227	entregaba	2
10228	recordando	1
10229	apóstoles	1
10230	relieves	3
10231	disipada	1
10232	arrimado	2
10233	mirarle	2
10234	rodaban	1
10235	arrimada	1
10236	comunicó	2
10237	treinta	4
10238	traviesa	1
10239	seriamente	1
10240	escribió	4
10241	referirse	1
10242	imágenes	1
10243	siéntese	1
10244	suponerse	1
10245	saberlo	3
10246	calculaba	1
10247	levantose	2
10248	gala	1
10249	abrirse	1
10250	importa	10
10251	inopinado	1
10252	agria	2
10253	teatrito	1
10254	relató	1
10255	poner	11
10256	serenando	2
10257	revista	1
10258	parece	35
10259	osadamente	2
10260	peristilo	1
10261	ponerle	2
10262	indagación	3
10263	ponerla	2
10264	ponen	1
10265	fresca	4
10266	tuve	3
10267	cargo	4
10268	pertenece	1
10269	fresco	5
10270	nacientes	1
10271	confirmaron	1
10272	amar	1
10273	heroína	1
10274	festivos	2
10275	dificultad	4
10276	escultores	2
10277	obstáculos	1
10278	cincel	2
10279	deshecho	3
10280	pasablemente	1
10281	viniese	5
10282	coloquio	1
10283	halagaba	1
10284	enamorar	1
10285	haberla	1
10286	costumbre	10
10287	explicado	1
10288	inflexible	5
10289	quedan	1
10290	duraban	1
10291	situados	1
10292	suplicaría	1
10293	publicado	4
10294	carga	3
10295	califique	1
10296	hielo	1
10297	rayar	1
10298	rayas	1
10299	estrambótico	1
10300	jugar	1
10301	deshecha	1
10302	galanteador	2
10303	desposarse	1
10304	tratase	4
10305	luis	3
10306	congestivo	1
10307	porque	99
10308	hablando	7
10309	orgánico_	2
10310	semejar	1
10311	aficionado	4
10312	aficionada	1
10313	sostenían	1
10314	remitió	1
10315	novelas	7
10316	preocupaba	4
10317	ciegos	1
10318	mío	21
10319	comentaban	1
10320	mía	8
10321	maridos	1
10322	dejarla	2
10323	trasponer	1
10324	dejarlo	1
10325	marinas	1
10326	miope	1
10327	desplegando	1
10328	_zoología_	1
10329	pillo	2
10330	juzgar	4
10331	prodigaron	2
10332	empedrado	1
10333	leguas	1
10334	hincarle	1
10335	atole	1
10336	coches	1
10337	audiencia	1
10338	contrarrestar	2
10339	matiz	1
10340	defensa	2
10341	organismos	1
10342	difuso	1
10343	asistiese	3
10344	fontana	1
10345	extraer	1
10346	purísima	2
10347	constar	1
10348	cerraba	1
10349	crema	1
10350	experimentos	2
10351	vasos	1
10352	solo	17
10353	temblaban	1
10354	dudado	1
10355	aterradores	1
10356	sencillez	1
10357	sola	12
10358	lanzaba	1
10359	razones	2
10360	dibujándose	1
10361	posesión	1
10362	inefables	1
10363	competente	1
10364	revistas	4
10365	maldiciendo	2
10366	latir	1
10367	cortar	2
10368	asunto	20
10369	aliciente	1
10370	sol_	3
10371	anunciaba	1
10372	mandarás	1
10373	_aquello_	1
10374	vida	64
10375	sentirse	4
10376	cierto	24
10377	cumplidamente	2
10378	crispa	1
10379	infundía	1
10380	fantástica	1
10381	dudaría	1
10382	rió	3
10383	cierta	21
10384	soplaron	1
10385	silogismos	2
10386	secarse	2
10387	morfológicas	1
10388	oyes	2
10389	consejero	1
10390	ps	1
10391	apetitosas	1
10392	enfureció	2
10393	cositas	1
10394	criar	1
10395	valdés	1
10396	contrarreste	1
10397	ojeroso	2
10398	pa	1
10399	variedad	2
10400	personales	1
10401	bondadoso	1
10402	guitarra	1
10403	mirarla	3
10404	aficiones	4
10405	contado	1
10406	panadero	1
10407	conversaciones	2
10408	sufrir	2
10409	biológicos	1
10410	cinco	12
10411	marcada	2
10412	cuénteselo	1
10413	notables	1
10414	interiormente	1
10415	toga	1
10416	marche	1
10417	trabajos	6
10418	marcha	4
10419	metió	6
10420	teníamos	2
10421	hablado	5
10422	abierta	2
10423	dionisio	17
10424	insistía	1
10425	acuerdo	4
10426	incómodo	1
10427	insolentes	3
10428	entrase	1
10429	acumulando	1
10430	insoportable	2
10431	abierto	3
10432	fluían	1
10433	celajes	1
10434	espacio	6
10435	impertinentes	1
10436	aproximada	2
10437	causado	1
10438	mostrando	1
10439	investigaciones	4
10440	epítetos	1
10441	santos	3
10442	reventaba	1
10443	perdería	1
10444	venció	1
10445	persuadían	1
10446	fueron	21
10447	humedad	4
10448	atrás	12
10449	amenazadas	1
10450	maltratarme	1
10451	vivirá	1
10452	conocéis	1
10453	sufrió	2
10454	fibrosa	1
10455	manía	3
10456	turbaba	2
10457	brocado	1
10458	apenas	27
10459	categoría	3
10460	apreciar	1
10461	camisa	2
10462	persuasivo	1
10463	blanco	6
10464	hago	4
10465	indiscutida	1
10466	agarró	1
10467	marchó	3
10468	sumas	1
10469	descompasado	1
10470	cubierta	1
10471	infinitas	1
10472	muñecos	1
10473	cubierto	4
10474	precedentes	1
10475	estudiando	1
10476	fisiología	1
10477	inactivo	1
10478	depositar	1
10479	trasladaronse	1
10480	inocente	8
10481	ferocísimos	1
10482	sociológicas	1
10483	anunciado	1
10484	suelen	8
10485	contestaciones	1
10486	arriba	4
10487	agarrarse	1
10488	ladrón	1
10489	afligido	1
10490	limpieza	1
10491	oyentes	1
10492	metafísicas	3
10493	enfermedades	2
10494	ridícula	3
10495	volver	8
10496	ciencias	5
10497	ladraba	1
10498	minucioso	1
10499	ridículo	5
10500	habido	1
10501	alcoba	1
10502	sencillamente	1
10503	niño	51
10504	dijese	3
10505	recogía	1
10506	sesuda	1
10507	privaciones	2
10508	niña	33
10509	ignora	1
10510	nodriza	2
10511	vinieron	4
10512	vicisitudes	2
10513	benévolo	1
10514	piedad	2
10515	escamó	1
10516	billete	2
10517	recordándole	1
10518	benévola	8
10519	quemó	1
10520	cebada	1
10521	cordón	1
10522	elevándose	1
10523	yerba	2
10524	aptitudes	1
10525	opuso	1
10526	andaban	3
10527	llevarlos	1
10528	castigado	1
10529	sereno	4
10530	losa	1
10531	conspirar	1
10532	ojos	117
10533	espérame	1
10534	queremos	2
10535	asombrosa	1
10536	leerle	1
10537	asombroso	2
10538	abrigaba	1
10539	nuevo	38
10540	cuánta	4
10541	colérico	2
10542	intenso	2
10543	colérica	2
10544	intensa	5
10545	nueve	6
10546	cuánto	8
10547	nueva	11
10548	oídos	8
10549	avisar	1
10550	plazo	2
10551	antiguas	1
10552	modas	1
10553	plaza	6
10554	naturalista	4
10555	rompería	1
10556	amargo	3
10557	rebañó	1
10558	rango	1
10559	paró	3
10560	amarga	3
10561	sombras	1
10562	independencia	5
10563	representamos	1
10564	conyugal	2
10565	pintado	1
10566	hallábanla	1
10567	primeras	2
10568	chiste	1
10569	degenerado	1
10570	rubor	7
10571	entregaría	1
10572	afable	2
10573	ofreció	2
10574	entristeció	1
10575	flecha	1
10576	agujero	7
10577	decidiose	1
10578	jirones	1
10579	duerme	3
10580	encontraban	1
10581	pagase	1
10582	pedía	5
10583	alcachofa	1
10584	facultad	1
10585	comprometido	1
10586	absolutamente	6
10587	peinar	1
10588	zoológicas	1
10589	fase	1
10590	orejas	8
10591	alusivos	1
10592	comprenderlo	1
10593	usura	1
10594	venceré	1
10595	celebrarse	2
10596	ademanes	5
10597	lamentos	3
10598	tumulto	1
10599	taberna	3
10600	calles	19
10601	pudiese	2
10602	replicaba	1
10603	patológicos	2
10604	inmundicias	1
10605	himeneo	1
10606	reflejos	1
10607	trémulos	1
10608	burguesas	1
10609	redactar	1
10610	dile	1
10611	escalaba	1
10612	áfrica	1
10613	malthus	1
10614	maravillosamente	1
10615	verdaderos	2
10616	indispuesta	1
10617	tesoros	1
10618	competencia	1
10619	motivo	11
10620	inspector	1
10621	cuento	1
10622	jaqueca	1
10623	beauté_	1
10624	movimiento	7
10625	clavaban	1
10626	cuenta	18
10627	cartón	1
10628	arrojado	1
10629	agota	1
10630	retuvo	1
10631	dale	2
10632	camisas	4
10633	explicarlo	1
10634	corrieron	3
10635	codazos	1
10636	explicarle	1
10637	ocioso	3
10638	holgazán	3
10639	comercio	13
10640	divertidas	1
10641	jurase	1
10642	arrojo	2
10643	ahorcar	1
10644	conocidos	2
10645	acaso	4
10646	problema	6
10647	naranjas	1
10648	asimilación	1
10649	majestad	7
10650	vertiginosa	2
10651	sinfonías	1
10652	línea	1
10653	muchos	18
10654	pintores	2
10655	instrumento	1
10656	tropiece	2
10657	recibioles	1
10658	círculo	7
10659	invocando	1
10660	once	7
10661	traerle	1
10662	escogido	2
10663	indumentaria	1
10664	distinguidísimo	1
10665	perfumada	2
10666	subieron	2
10667	palillos	2
10668	cargas	1
10669	leía	6
10670	sabéis	2
10671	gana	3
10672	plumero	1
10673	engreído	1
10674	humores	1
10675	fosfatos	1
10676	viviremos	1
10677	pongo	2
10678	injurió	1
10679	empresas	2
10680	limitose	1
10681	bendice	1
10682	restaba	1
10683	acercaban	2
10684	ponga	2
10685	barrera	1
10686	vestir	1
10687	piernas	10
10688	agua	19
10689	corrección	1
10690	dando	12
10691	abandonará	1
10692	declaración	2
10693	exclamaciones	4
10694	agur	1
10695	aldea	1
10696	desembarazado	2
10697	embarazaban	1
10698	ejemplos	1
10699	criatura	17
10700	adquiriendo	1
10701	grosería	1
10702	mirar	15
10703	miras	1
10704	miran	2
10705	maravillado	2
10706	denomina	1
10707	inferir	1
10708	inundó	1
10709	respectivas	1
10710	conocimientos	7
10711	ocho	9
10712	vía	1
10713	inmortal	6
10714	comía	6
10715	solícito	2
10716	hablarles	1
10717	garcía	4
10718	piensas	2
10719	escudriñar	1
10720	embarazo	4
10721	aproximaban	2
10722	felicísima	1
10723	capital	7
10724	recuperar	1
10725	dirigiéronse	1
10726	dominantes	1
10727	distribuída	1
10728	indirectas	2
10729	chufletas	1
10730	engañado	2
10731	pública	1
10732	público	9
10733	iniciativa	4
10734	didáctico	1
10735	sexo	4
10736	género	9
10737	destinar	1
10738	siguen	1
10739	profesor	3
10740	entráronse	1
10741	lúgubremente	2
10742	orgánicas	3
10743	imperdonable	1
10744	telas	1
10745	vería	1
10746	grandes	39
10747	salían	5
10748	ordenes	1
10749	benéfica	1
10750	locuras	2
10751	reanimarlo	1
10752	sonrieron	1
10753	dándole	4
10754	bóvedas	1
10755	expresados	1
10756	respetuoso	1
10757	sustraía	1
10758	febrero	1
10759	abrazados	1
10760	romperlas	1
10761	pesar	26
10762	sosteniéndolo	1
10763	creada	1
10764	desaparecido	2
10765	dejar	18
10766	comentar	1
10767	fea	3
10768	uso	4
10769	feo	1
10770	fuerzas	16
10771	tajo_	1
10772	efusión	7
10773	almacenistas	1
10774	molestias	2
10775	realización	2
10776	dejao	1
10777	dejan	2
10778	esbelto	2
10779	heroico	3
10780	holgando	1
10781	cimas	1
10782	abusó	1
10783	arancel	1
10784	instrucciones	1
10785	suspensos	1
10786	detenerse	1
10787	vinagre	2
10788	soltaron	1
10789	8	1
10790	colección	4
10791	chupetón	1
10792	impresa	1
10793	cambiadas	1
10794	iracundo	1
10795	plácemes	1
10796	nariz	7
10797	privaba	2
10798	dignos	1
10799	prolongar	1
10800	insigne	4
10801	límite	1
10802	cocinera	2
10803	dedicar	1
10804	reído	2
10805	sentenciosamente	1
10806	insinuante	4
10807	sendos	2
10808	cierra	1
10809	tomarle	1
10810	sentimientos	10
10811	heroica	1
10812	concertado	1
10813	tal	99
10814	tan	184
10815	compatible	1
10816	latigazos	1
10817	andaba	9
10818	mandamiento	1
10819	incoherentes	4
10820	contrabando	1
10821	distinguidas	4
10822	atronaban	1
10823	importan	1
10824	mayores	3
10825	regalo	3
10826	guiaron	1
10827	resonaron	1
10828	sin	219
10829	biológicas	2
10830	maternal	5
10831	provistas	1
10832	comidas	2
10833	acepción	1
10834	cruza	1
10835	flotaban	1
10836	abuso	1
10837	cuesta	2
10838	alquilar	2
10839	odiaba	2
10840	sugerían	1
10841	tenéis	1
10842	apuntes	3
10843	alcalde	3
10844	cubría	3
10845	expresión	20
10846	secundarias	1
10847	bajos	3
10848	obstinó	1
10849	serenarse	2
10850	íntima	2
10851	ofende	1
10852	íntimo	2
10853	evolución	2
10854	deseándole	1
10855	churros	1
10856	pensativo	7
10857	logrará	1
10858	causaba	2
10859	discusiones	3
10860	trescientas	1
10861	superior	3
10862	despreciativo	2
10863	roja	2
10864	rojo	8
10865	turbar	4
10866	despreciativa	3
10867	vivió	2
10868	contemplativa	1
10869	_hijo	1
10870	gritó	14
10871	impresionado	3
10872	rezando	1
10873	contemplativo	1
10874	esencias	1
10875	material	1
10876	judío	3
10877	perdonarle	1
10878	náufrago	1
10879	calientes	1
10880	atreviera	1
10881	encontraba	5
10882	materias	1
10883	premiados	1
10884	advirtió	6
10885	gangosa	2
10886	dispuesto	4
10887	afortunado	1
10888	desdén	7
10889	trae	6
10890	delegación	1
10891	ejemplares	1
10892	monografía	2
10893	posaron	1
10894	capillas	1
10895	manifestaba	3
10896	mudaba	1
10897	desatolo	1
10898	dejarse	1
10899	escanciándose	1
10900	obstina	1
10901	apoya	1
10902	admitirlos	1
10903	desgarbadote	1
10904	previsión	1
10905	apoyo	1
10906	pareciese	1
10907	rincón	11
10908	esmeradamente	1
10909	cerebral	2
10910	yacía	5
10911	cautela	1
10912	influencia	5
10913	rindiéndole	1
10914	sanguinario	2
10915	consideraba	1
10916	voluntades	1
10917	mimaba	1
10918	conflicto	1
10919	períodos	1
10920	contemporánea	1
10921	maclay	1
10922	productores_	1
10923	instruído	2
10924	derramando	3
10925	redoblaba	1
10926	entrambos	1
10927	llorando	8
10928	sorprendida	7
10929	g	3
10930	sorprendido	9
10931	bastaron	2
10932	déspota	1
10933	civiles	1
10934	olvidase	1
10935	travesía	1
10936	tisú	1
10937	gafas	9
10938	después	98
10939	echa	3
10940	encomendase	1
10941	traste	1
10942	homero	1
10943	moderación	1
10944	demandas	1
10945	maravillaba	1
10946	contestarle	1
10947	amanera	1
10948	filial	2
10949	principios	1
10950	indisoluble	2
10951	relataba	1
10952	redonda	1
10953	arruinaría	1
10954	rechazados	1
10955	manzana	2
10956	realidad	11
10957	dañase	1
10958	tersas	2
10959	ruborizó	4
10960	sonrosadas	1
10961	capaz	7
10962	astronomía	1
10963	disquisiciones	1
10964	sirvieran	1
10965	inconsciencia	2
10966	celibato	1
10967	venas	3
10968	patriarcal	1
10969	incapaces	2
10970	muerde	1
10971	ofensas	2
10972	dotada	1
10973	basadas	2
10974	relaciones	15
10975	concienzudamente	1
10976	aniversario	1
10977	dotado	4
10978	arrojando	1
10979	semblantes	2
10980	saborear	1
10981	raíz	2
10982	álgido	1
10983	perrillo	2
10984	escandalosa	4
10985	escandaloso	1
10986	oportuno	1
10987	urano	1
10988	opta	1
10989	acalorada	4
10990	primeros	4
10991	alfonso	1
10992	afirmaba	1
10993	manteleta	1
10994	arañazo	1
10995	vacía	1
10996	mímica	1
10997	disertaba	1
10998	insistiendo	1
10999	huesudo	2
11000	germinación	1
11001	proseguir	3
11002	atropellada	1
11003	hechos	9
11004	zoológicos	1
11005	concluyen	1
11006	adornos	1
11007	sílaba	2
11008	distrito	1
11009	licencia	2
11010	lugar	3
11011	odioso	1
11012	duramente	1
11013	cloroformizado	1
11014	clase	13
11015	centro	1
11016	burlarte	1
11017	señorita	6
11018	echase	2
11019	señorito	1
11020	mártires	1
11021	hechicero	1
11022	ocultándose	2
11023	hablarte	3
11024	untuosas	1
11025	agilidad	1
11026	morada	2
11027	fiel	6
11028	abrumadoras	1
11029	centímetros	1
11030	eludir	2
11031	dijo	128
11032	salía	9
11033	dulzura	5
11034	dije	2
11035	erigió	1
11036	regalitos	2
11037	guardándose	1
11038	aprisionar	1
11039	corroboraban	1
11040	ilimitada	1
11041	comparación	2
11042	ahínco	1
11043	cacho	2
11044	locas	1
11045	echan	1
11046	debieron	2
11047	exigían	1
11048	automáticamente	2
11049	malicioso	3
11050	ciertamente	2
11051	pensar	14
11052	echar	5
11053	echas	2
11054	piano	5
11055	positivos	1
11056	vigilarla	1
11057	plazas	1
11058	vigor	2
11059	cuba	1
11060	enternecida	1
11061	considerables	1
11062	sustancia	3
11063	cálmese	3
11064	meterse	1
11065	delgada	3
11066	delgado	2
11067	conservaron	1
11068	agitó	2
11069	oían	4
11070	levantarse	12
11071	partir	2
11072	administrativa_	2
11073	entregues	1
11074	vendrán	2
11075	echando	4
11076	pagar	4
11077	dejaré	1
11078	apartarse	3
11079	vanas	1
11080	dejará	2
11081	amapola	2
11082	aplicada	1
11083	astorga	1
11084	león	1
11085	siluetas	1
11086	rienda	2
11087	puertas	4
11088	riendo	8
11089	favor	16
11090	barredura	1
11091	sobrinos	1
11092	trabajaba	2
11093	inmutarse	1
11094	palpitar	1
11095	excitado	1
11096	pinchaba	1
11097	trasmitidas	1
11098	marchar	1
11099	simpatía	5
11100	permitiese	2
11101	impío	1
11102	trágicas	1
11103	resolvieron	1
11104	conocida	2
11105	diminuta	1
11106	desvergonzados	1
11107	conocido	7
11108	húmedo	2
11109	sencilla	6
11110	proyecto	5
11111	agotado	1
11112	sencillo	2
11113	húmeda	1
11114	volviéndose	10
11115	llegada	1
11116	ocurrencia	2
11117	dirigiese	1
11118	llegado	21
11119	tormenta	1
11120	temiendo	7
11121	gustadas	1
11122	resuelta	3
11123	cementerio	1
11124	reflejábase	1
11125	resuelto	4
11126	tormento	2
11127	amigo	86
11128	cuidao	1
11129	faltan	2
11130	sobrepujaba	1
11131	pormenores	7
11132	amiga	9
11133	suegra	13
11134	violentísima	1
11135	señales	3
11136	sustancias	1
11137	faltar	4
11138	faltas	1
11139	tiernos	5
11140	hacéis	1
11141	gastó	1
11142	violentísimo	2
11143	cogerlo	1
11144	puertecita	2
11145	bisagra	1
11146	coyuntura	1
11147	astros	1
11148	estarían	2
11149	ditirambos	1
11150	giró	1
11151	coche	13
11152	estatuaria	2
11153	métodos	1
11154	providencia	4
11155	reclinó	1
11156	trascurría	2
11157	distinción	3
11158	céntricas	2
11159	cultas	1
11160	escribir	9
11161	admirarle	1
11162	asequible	1
11163	congojas	1
11164	cursos	2
11165	antigua	5
11166	llegarán	1
11167	antiguo	9
11168	semblante	23
11169	apartó	1
11170	acudir	4
11171	fosfatados	2
11172	invectivas	1
11173	infamia	1
11174	sanguínea	1
11175	comenzado	1
11176	consiguiente	1
11177	reinaban	1
11178	acercose	3
11179	ave	2
11180	desapareció	1
11181	gasto	1
11182	vencerse	1
11183	tiestos	1
11184	méritos	2
11185	apretadas	1
11186	respondí	1
11187	oriente	1
11188	falda	1
11189	sombría	1
11190	sombrío	3
11191	declararlo	1
11192	adverso	1
11193	ofenderás	1
11194	apelar	1
11195	posición	7
11196	electricidad	2
11197	íntegra	1
11198	veinticuatro	2
11199	chistosos	1
11200	sopa	1
11201	llamarla	1
11202	raras	3
11203	toleraba	1
11204	perecido	3
11205	limitaban	1
11206	colgadas	2
11207	saboreó	1
11208	profundidad	1
11209	timbre	2
11210	advertíase	1
11211	aparte	4
11212	fragorosa	1
11213	privado	3
11214	imprevisto	1
11215	privada	1
11216	alegraba	2
11217	acudió	5
11218	mentales	3
11219	evitarles	1
11220	encefálica	3
11221	sacaron	2
11222	estuche	2
11223	buscaba	1
11224	paralizaba	1
11225	modelaba	1
11226	creído	2
11227	mandado	2
11228	ennoblecía	1
11229	introdujo	2
11230	nadar	1
11231	ingeniosas	1
11232	_terapéutica	2
11233	valerse	1
11234	confesor	4
11235	dedicaba	5
11236	nidos	1
11237	rezar	4
11238	sonrisa	50
11239	complacíanse	1
11240	inorgánico_	2
11241	andado	2
11242	arrojó	5
11243	traían	2
11244	habano	3
11245	presa	5
11246	procuraban	2
11247	sonríen	1
11248	ginés	4
11249	desconocido	5
11250	desconocida	1
11251	encendió	2
11252	ardía	2
11253	pellizco	2
11254	prodigios	1
11255	inclinó	1
11256	deferentes	1
11257	arreglaban	2
11258	créeme	1
11259	pormenor	1
11260	amores	2
11261	dieron	3
11262	tabernáculo	1
11263	frívolos	1
11264	vecinas	1
11265	propondría	1
11266	tardar	1
11267	trípode	1
11268	tonto	1
11269	grabado	3
11270	irritada	2
11271	faltriquera	1
11272	imposible	11
11273	corresponde	1
11274	vociferando	1
11275	carnosa	1
11276	arroja	1
11277	leal	1
11278	tosió	2
11279	bajaron	2
11280	desmejoró	1
11281	entregarse	1
11282	pensaba	9
11283	pelmazo	1
11284	poeta	15
11285	dirige	1
11286	pasto	1
11287	pasta	3
11288	patatas	2
11289	rara	5
11290	universo	1
11291	movilidad	1
11292	inefable	5
11293	raro	2
11294	injusto	1
11295	pudientes	1
11296	avisó	1
11297	subido	1
11298	subida	1
11299	manteos	1
11300	obedecidos	1
11301	dulces	10
11302	entraban	1
11303	volvámonos	1
11304	afectuosas	1
11305	veinticinco	1
11306	galán	2
11307	relación	5
11308	empujaba	1
11309	oscureció	1
11310	rechazar	1
11311	van	4
11312	mozo	12
11313	reojo	3
11314	inclinando	1
11315	adelante	7
11316	vas	6
11317	adelanta	1
11318	respirar	1
11319	exacto	1
11320	hilas	1
11321	preceptos	1
11322	expresarse	2
11323	distintos	1
11324	preguntando	1
11325	batallador	1
11326	ofrecía	5
11327	torturado	1
11328	habitantes	2
11329	encendían	1
11330	infanta	1
11331	respiración	1
11332	instructivo	1
11333	infante	1
11334	tema	3
